"","total_barcodes","trnL_barcodes","ITIS_Family","BRU_Family","genus","scientificName","year","country","stateProvince","occurrenceID","catalogNumber"
"1230",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",1872,"United States of America","Idaho","3688f148-2ab3-48a0-a2e8-1fbaa8ea4748","PBRU00073176"
"1232",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia oregana",1872,"United States of America","Colorado","d51a8351-ad64-4692-916d-d6cc00f8ff4e","PBRU00073172"
"1233",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",1871,"United States of America","Oregon","94bd8cfb-6e27-4064-abd1-a5654dc3d828","PBRU00073184"
"1234",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",1866,"United States of America","California","8ce68fb4-f510-488a-930c-99c31679a538","PBRU00073181"
"1236",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",1847,"United States of America","New Mexico","713b9f6f-0c57-42a0-903a-e6b7fa968091","PBRU00073180"
"1239",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",NA,"","","008732fe-9167-450f-bfdd-4ba3be1a2abc","PBRU00073175"
"1241",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",NA,"United States of America","California","3d70de44-9228-478f-ac12-b4eacf0a327a","PBRU00073182"
"1244",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia oregana",NA,"","","5648ef9c-c955-4096-983d-fe24c7f6f57b","PBRU00073162"
"1249",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia oregana",NA,"United States of America","California","acbf5c97-b5d0-40ed-bcd3-55f46d38a756","PBRU00073163"
"1254",66,0,"Woodsiaceae","Woodsiaceae","Woodsia","Woodsia scopulina",NA,"","","f8ef005c-8208-410c-864a-913e7b6f2c7d","PBRU00073185"
"1299",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1970,"United States of America","Massachusetts","53e11a08-e1de-4851-92e4-5fcae1d30dcf","PBRU00067821"
"1300",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1937,"United States of America","California","4360bf89-2f4d-4700-84cf-e57659a541a8","PBRU00029002"
"1301",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1878,"United States of America","Massachusetts","c3d006ec-308a-47fe-be7d-d9ac6d15cb94","PBRU00014509"
"1302",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1877,"United States of America","Florida","3850c4ba-5972-40d7-93ec-575dd2bc08c4","PBRU00029006"
"1303",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1874,"United States of America","Florida","c36941d0-1968-4ad5-ad16-6f672a820967","PBRU00029005"
"1304",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1865,"Cuba","","f72d9b08-0b56-406b-a408-7545a0abd907","PBRU00061602"
"1307",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",1848,"Sweden","","cc8201c8-84d1-4534-8b05-48bd7b52cbdf","PBRU00061604"
"1308",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",NA,"United States of America","Rhode Island","444b8f7f-27d3-4bd4-8c48-50721d892f35","PBRU00014510"
"1309",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",NA,"United States of America","Florida","5f53d754-27f9-425c-81dc-1754b034c7e4","PBRU00029007"
"1311",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",NA,"United States of America","New York","9d2b902a-df6b-4265-a143-c63d90d9ceb5","PBRU00029004"
"1312",76,0,"Ceratophyllaceae","Ceratophyllaceae","Ceratophyllum","Ceratophyllum demersum",NA,"United States of America","Wisconsin","ca3ec317-655a-48d3-993f-5f826d2bfd3a","PBRU00029003"
